"B_G","dIepr_over_dB","B_mT"
3451.620117,0.000546462989540145,345.1620117
3451.669922,-0.00177466957909046,345.1669922
3451.719971,-0.00146241130955914,345.1719971
3451.77002,-5.56187904778862e-05,345.177002
3451.820068,-0.00116875533449774,345.1820068
3451.870117,-6.85855060382275e-05,345.1870117
3451.919922,-0.00179653324769875,345.1919922
3451.969971,-0.00128868897475899,345.1969971
3452.02002,-0.00241886211277199,345.202002
3452.070068,-0.0016681944173598,345.2070068
3452.120117,0.000686394990591501,345.2120117
3452.169922,6.55470834329577e-05,345.2169922
3452.219971,-0.00142924274508308,345.2219971
3452.27002,-0.000341327418221796,345.227002
3452.320068,-0.000693017098304548,345.2320068
3452.370117,-4.84684438415167e-05,345.2370117
3452.419922,-0.00141539424764505,345.2419922
3452.469971,0.000467826133883882,345.2469971
3452.52002,0.000502848701282258,345.252002
3452.570068,-0.00118189727594403,345.2570068
3452.620117,-0.00106928920820509,345.2620117
3452.669922,-0.00146506230764013,345.2669922
3452.719971,0.00231413037795093,345.2719971
3452.77002,0.000914725669037869,345.277002
3452.820068,-0.000352191423150731,345.2820068
3452.870117,-0.000640161057674753,345.2870117
3452.919922,-0.000412870473805143,345.2919922
3452.969971,-0.000775056683454437,345.2969971
3453.02002,-0.000394607414530748,345.302002
3453.070068,-0.000196099073456387,345.3070068
3453.120117,0.00099164418052223,345.3120117
3453.169922,-0.000577712812901147,345.3169922
3453.219971,-0.000249384700129158,345.3219971
3453.27002,0.000792926720958429,345.327002
3453.320068,0.000975178599690811,345.3320068
3453.370117,-0.00290709230306165,345.3370117
3453.419922,-0.00107836703958692,345.3419922
3453.469971,0.00034307097761348,345.3469971
3453.52002,0.0011741278096199,345.352002
3453.570068,0.00388952431824412,345.3570068
3453.620117,0.000787969524120409,345.3620117
3453.669922,0.00246166492147337,345.3669922
3453.719971,0.00226986605818065,345.3719971
3453.77002,0.00420482916889232,345.377002
3453.820068,0.0021361065302731,345.3820068
3453.870117,-0.000604143659440012,345.3870117
3453.919922,0.000308868015165518,345.3919922
3453.969971,0.00181303521616374,345.3969971
3454.02002,6.09912103982432e-05,345.402002
3454.070068,0.000163063109671621,345.4070068
